Q7ZX51	TRINITY_DN102431_c0_g1	GO:0000049
Q7ZX51	TRINITY_DN102431_c0_g1	GO:0004831
Q7ZX51	TRINITY_DN102431_c0_g1	GO:0005524
Q7ZX51	TRINITY_DN102431_c0_g1	GO:0005737
Q7ZX51	TRINITY_DN102431_c0_g1	GO:0006437
O49561	TRINITY_DN172833_c0_g1	GO:0009685
O49561	TRINITY_DN172833_c0_g1	GO:0009686
O49561	TRINITY_DN172833_c0_g1	GO:0046872
O49561	TRINITY_DN172833_c0_g1	GO:0051213
O49561	TRINITY_DN172833_c0_g1	GO:0052635
Q47UW0	TRINITY_DN276081_c0_g2	GO:0003677
Q47UW0	TRINITY_DN276081_c0_g2	GO:0003899
Q47UW0	TRINITY_DN276081_c0_g2	GO:0006351
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0003723
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0005524
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0005654
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0005739
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0005743
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0005758
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0005759
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0006457
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0009386
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0019901
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:0051082
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:1901856
Q5XHZ0	TRINITY_DN276264_c0_g1	GO:1903751
P0CH36	TRINITY_DN276264_c0_g3	GO:0008106
P0CH36	TRINITY_DN276264_c0_g3	GO:0008270
P09444	TRINITY_DN276293_c0_g1
Q9LJ97	TRINITY_DN276293_c0_g2	GO:0005634
Q9LJ97	TRINITY_DN276293_c0_g2	GO:0005730
Q9LJ97	TRINITY_DN276293_c0_g2	GO:0005829
Q9LJ97	TRINITY_DN276293_c0_g2	GO:0006873
Q9LJ97	TRINITY_DN276293_c0_g2	GO:0009845
Q9LJ97	TRINITY_DN276293_c0_g2	GO:0010226
P00125	TRINITY_DN276409_c0_g1	GO:0005739
P00125	TRINITY_DN276409_c0_g1	GO:0005743
P00125	TRINITY_DN276409_c0_g1	GO:0005750
P00125	TRINITY_DN276409_c0_g1	GO:0006122
P00125	TRINITY_DN276409_c0_g1	GO:0016021
P00125	TRINITY_DN276409_c0_g1	GO:0020037
P00125	TRINITY_DN276409_c0_g1	GO:0042776
P00125	TRINITY_DN276409_c0_g1	GO:0045153
P00125	TRINITY_DN276409_c0_g1	GO:0046872
Q3IJK2	TRINITY_DN276418_c0_g1	GO:0003735
Q3IJK2	TRINITY_DN276418_c0_g1	GO:0006412
Q3IJK2	TRINITY_DN276418_c0_g1	GO:0015935
Q3IJK2	TRINITY_DN276418_c0_g1	GO:0019843
Q9M8M3	TRINITY_DN276445_c0_g1	GO:0005739
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0004674
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0004683
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0005516
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0005524
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0005634
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0005737
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0009416
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0009738
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0009931
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0018105
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0035556
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0046777
Q9SPK4	TRINITY_DN276539_c0_g1	GO:0046898
F4JRF4	TRINITY_DN276554_c0_g1	GO:0000701
F4JRF4	TRINITY_DN276554_c0_g1	GO:0005634
F4JRF4	TRINITY_DN276554_c0_g1	GO:0006281
F4JRF4	TRINITY_DN276554_c0_g1	GO:0006284
F4JRF4	TRINITY_DN276554_c0_g1	GO:0006298
F4JRF4	TRINITY_DN276554_c0_g1	GO:0032357
F4JRF4	TRINITY_DN276554_c0_g1	GO:0034039
F4JRF4	TRINITY_DN276554_c0_g1	GO:0035485
F4JRF4	TRINITY_DN276554_c0_g1	GO:0046872
F4JRF4	TRINITY_DN276554_c0_g1	GO:0051539
Q5I0P2	TRINITY_DN172940_c0_g1	GO:0004047
Q5I0P2	TRINITY_DN172940_c0_g1	GO:0005739
Q5I0P2	TRINITY_DN172940_c0_g1	GO:0005960
Q5I0P2	TRINITY_DN172940_c0_g1	GO:0009249
Q5I0P2	TRINITY_DN172940_c0_g1	GO:0019464
Q5I0P2	TRINITY_DN172940_c0_g1	GO:0019899
Q6PDQ2	TRINITY_DN276572_c0_g1	GO:0000122
Q6PDQ2	TRINITY_DN276572_c0_g1	GO:0001103
Q6PDQ2	TRINITY_DN276572_c0_g1	GO:0003677
Q6PDQ2	TRINITY_DN276572_c0_g1	GO:0004386
Q6PDQ2	TRINITY_DN276572_c0_g1	GO:0005524
Q6PDQ2	TRINITY_DN276572_c0_g1	GO:0005634
Q6PDQ2	TRINITY_DN276572_c0_g1	GO:0005654
Q6PDQ2	TRINITY_DN276572_c0_g1	GO:0005737
